address	name	xref_count	owners	top_counts	unambiguous_non_cfastvb
0x0059b880	CFastVB__Unk_0059b880	1	CTexture	CTexture:1	true
0x0059c610	CFastVB__Unk_0059c610	2	CFastVB	CFastVB:2	false
0x0059c630	CFastVB__Unk_0059c630	2	CFastVB,CTexture	CFastVB:1;CTexture:1	false
0x0059c650	CFastVB__Unk_0059c650	5	CFastVB,CTexture	CFastVB:1;CTexture:1	false
0x0059c700	CFastVB__Unk_0059c700	1			false
0x0059ce20	CFastVB__Unk_0059ce20	4	CFastVB	CFastVB:4	false
0x0059d036	CFastVB__Unk_0059d036	1	CFastVB	CFastVB:1	false
0x0059d301	CFastVB__Unk_0059d301	1	CFastVB	CFastVB:1	false
0x0059dad9	CFastVB__Unk_0059dad9	1	CTexture	CTexture:1	true
0x0059dbbb	CFastVB__Unk_0059dbbb	1	CTexture	CTexture:1	true
0x0059dd5c	CFastVB__Unk_0059dd5c	1	CTexture	CTexture:1	true
0x0059dda2	CFastVB__Unk_0059dda2	2	CFastVB	CFastVB:2	false
0x0059dfb2	CFastVB__Unk_0059dfb2	2	CDXTexture,CTexture	CDXTexture:1;CTexture:1	false
0x0059ebf0	CFastVB__Unk_0059ebf0	1	CTexture	CTexture:1	true
0x0059ef60	CFastVB__Unk_0059ef60	1	CDXTexture	CDXTexture:1	true
0x0059f050	CFastVB__Unk_0059f050	1	CDXTexture	CDXTexture:1	true
0x0059f110	CFastVB__Unk_0059f110	1	CDXTexture	CDXTexture:1	true
0x0059f5b3	CFastVB__Unk_0059f5b3	1	CTexture	CTexture:1	true
0x0059f6dd	CFastVB__Unk_0059f6dd	14	CDXTexture,CFastVB,CTexture	CDXTexture:9;CTexture:4;CFastVB:1	false
0x005a0b22	CFastVB__Unk_005a0b22	1	CTexture	CTexture:1	true
0x005a0df6	CFastVB__Unk_005a0df6	1	CTexture	CTexture:1	true
0x005a0eb6	CFastVB__Unk_005a0eb6	2	CTexture	CTexture:2	true
0x005a0f50	CFastVB__Unk_005a0f50	2	CTexture	CTexture:2	true
0x005a1002	CFastVB__Unk_005a1002	2	CTexture	CTexture:2	true
0x005a1087	CFastVB__Unk_005a1087	2	CTexture	CTexture:2	true
0x005a1279	CFastVB__Unk_005a1279	2	CTexture	CTexture:2	true
0x005a1a8e	CFastVB__Unk_005a1a8e	1	CTexture	CTexture:1	true
0x005a266d	CFastVB__Unk_005a266d	1	CTexture	CTexture:1	true
0x005a289e	CFastVB__Unk_005a289e	1	CFastVB	CFastVB:1	false
0x005a298f	CFastVB__Unk_005a298f	1	CTexture	CTexture:1	true
0x005a2a61	CFastVB__Unk_005a2a61	8	CDXTexture,CTexture	CTexture:7;CDXTexture:1	false
0x005a2b2d	CFastVB__Unk_005a2b2d	2	CTexture	CTexture:2	true
0x005a2e29	CFastVB__Unk_005a2e29	1	CTexture	CTexture:1	true
0x005a38c0	CFastVB__Unk_005a38c0	1	CFastVB	CFastVB:1	false
0x005a47f2	CFastVB__Unk_005a47f2	1	CFastVB	CFastVB:1	false
0x005a7617	CFastVB__Unk_005a7617	1	CFastVB	CFastVB:1	false
0x005a7cf0	CFastVB__Unk_005a7cf0	1	CFastVB	CFastVB:1	false
0x005a7e09	CFastVB__Unk_005a7e09	1	CFastVB	CFastVB:1	false
0x005aa0cc	CFastVB__Unk_005aa0cc	1	CFastVB	CFastVB:1	false
0x005aa2f2	CFastVB__Unk_005aa2f2	1	CFastVB	CFastVB:1	false
0x005ad590	CFastVB__Unk_005ad590	4			false
0x005b1db0	CFastVB__Unk_005b1db0	4	CDXTexture,CTexture	CDXTexture:3;CTexture:1	false
0x005b3440	CFastVB__Unk_005b3440	1			false
0x005b35b0	CFastVB__Unk_005b35b0	1			false
0x005b3840	CFastVB__Unk_005b3840	1	CTexture	CTexture:1	true
0x005b61e0	CFastVB__Unk_005b61e0	1	CDXTexture	CDXTexture:1	true
0x005b7580	CFastVB__Unk_005b7580	1	CDXTexture	CDXTexture:1	true
0x005b7770	CFastVB__Unk_005b7770	1	CTexture	CTexture:1	true
0x005b83b9	CFastVB__Unk_005b83b9	1	CDXTexture	CDXTexture:1	true
0x005b85c0	CFastVB__Unk_005b85c0	1	CMeshCollisionVolume	CMeshCollisionVolume:1	true
0x005b86c0	CFastVB__Unk_005b86c0	6	CDXTexture,CFastVB,CTexture	CTexture:4;CDXTexture:1;CFastVB:1	false
0x005b8ca0	CFastVB__Unk_005b8ca0	14	CFastVB,CTexture	CFastVB:4;CTexture:3	false
0x005bcfa0	CFastVB__Unk_005bcfa0	2	CDXTexture	CDXTexture:2	true
0x005bcfd3	CFastVB__Unk_005bcfd3	1	CDXTexture	CDXTexture:1	true
0x005bda2d	CFastVB__Unk_005bda2d	1	CDXTexture	CDXTexture:1	true
0x005bda5e	CFastVB__Unk_005bda5e	7	CDXTexture,CFastVB	CFastVB:4;CDXTexture:3	false
0x005be628	CFastVB__Unk_005be628	21	CD3DApplication,CDXFrontEndVideo,CDXLandscape,CDXShadows,CDXTexture,CEngine,CVBufTexture,CVertexShader	CVBufTexture:6;CEngine:3;CD3DApplication:2;CDXLandscape:2;CDXTexture:2;CDXFrontEndVideo:1;CDXShadows:1;CVertexShader:1	false
0x005d0e88	CFastVB__Unk_005d0e88	1	CDXTexture	CDXTexture:1	true
0x005d0eb8	CFastVB__Unk_005d0eb8	1	CTexture	CTexture:1	true
