rank	retail_va	identity_status	safe_name_candidate	cohort	source	provider_identity_candidate	direct_defined_data_ref	reference_rows	gap_start	gap_end_exclusive	body_ranges	body_bytes	instruction_count	body_sha256	normalized_sha256	terminal_kinds	external_transfers	demo_va	demo_candidates	demo_basis	demo_normalized_equal	demo_raw_equal	already_prepared_receipt
P0	0x0057833A	EXACT_D3DX_PDB_PUBLIC_POST_HOTPATCH	D3DX_COMPAT__c_D3DXPlaneTransform	D3DX_DISPATCH	0x00656F30..0x0065716C dispatch tables		true	1	0x005780E9	0x005783D9	0x0057833A-0x005783D9	159	66	30dd1b68a0439a3469e88255bb6443444434877caba5e20d513685a713265b4e	e6e89b599ce2ccfddb690bf37d9f22c560f7df479473892a764b367d0e41a2a7	ret		0x005789DA	1	UNIQUE_FULL_MASKED_BODY	true	true	false
P0	0x005783EA	EXACT_D3DX_PDB_PUBLIC_POST_HOTPATCH	D3DX_COMPAT__c_D3DXPlaneTransformArray	D3DX_DISPATCH	0x00656F30..0x0065716C dispatch tables		true	1	0x005783EA	0x005784A9	0x005783EA-0x005784A9	191	77	9881a0c0ac4b1d7c409c907b1e800be6f8cf642b4673cffc2089289427b77fb3	8c55ea72bde7c20d5e77f40d3b26bc2032bae1474093b9e9f2c1e0e81b3294d9	ret		0x00578A8A	1	UNIQUE_FULL_MASKED_BODY	true	true	false
P2	0x005784BA	BOUNDARY_ONLY_CONSERVATIVE_NAME_REQUIRED		D3DX_DISPATCH	0x00656F30..0x0065716C dispatch tables		false	1	0x005784BA	0x00578555	0x005784BA-0x005784CB	17	6	4ff082576ae5c83a48272b507d2de86388825e53d3589f0cfbc6b356a2318bc3	77054e212ecf490d289ec31c16f2f25dde599d413fc0796f97108cb03efbf0d0	indirect-jmp		0x00578B5A	16	EQUAL_DELTA_BRACKET_FULL_NORMALIZED_BODY	true	false	false
P2	0x005784CB	BOUNDARY_ONLY_CONSERVATIVE_NAME_REQUIRED		D3DX_DISPATCH	0x00656F30..0x0065716C dispatch tables		true	1	0x005784BA	0x00578555	0x005784CB-0x00578555	138	56	ec3dd27d2837bad88395b5e659ff9bd9e458ca4e5762c466031cc701de3cc6d7	e0f4d50dbd80afd2a151fc949ed8fa7996c018d2cc04e8242e1aa1101d8f5a1c	ret		0x00578B6B	1	UNIQUE_FULL_MASKED_BODY	true	false	false
P1	0x00581276	D3DX_VTABLE_AND_NAMED_PUBLIC_LINEAGE	D3DX_COMPAT__CCodec__SharedNoOpEncodeDecode	VTABLE_CALLBACK	.rdata vtable/descriptor slot		true	2	0x00581276	0x00581279	0x00581276-0x00581279	3	1	dbd1a662565b07272069f88faadf4327acaf51b7d14f236c84c0a9679d07cef3	b6cbececf1b07e74f37d57710c68c31f0b92cb08d51093252b321b07542e177b	ret		0x00581973	8239	EQUAL_DELTA_BRACKET_FULL_NORMALIZED_BODY	true	true	false
P1	0x0058656D	D3DX_VTABLE_AND_NAMED_PUBLIC_LINEAGE	D3DX_COMPAT__CCodec_R32F_or_D32F_LOCKABLE__Decode	VTABLE_CALLBACK	.rdata vtable/descriptor slot		true	2	0x0058656D	0x005865ED	0x0058656D-0x005865ED	128	43	c5c8c1e0fa87d351ddd99ac320464182461b4b65b76ed93e23047d8f4453c9ee	f60e2a216c3c68ae753f68d15b78b46d0cbe666d76c0ca15c5ecbbdbd2fc3d0f	ret		0x00586E4F	1	UNIQUE_FULL_MASKED_BODY	true	false	false
P1	0x005867EE	D3DX_VTABLE_AND_NAMED_PUBLIC_LINEAGE	D3DX_COMPAT__CCodec_G32R32F__Decode	VTABLE_CALLBACK	.rdata vtable/descriptor slot		true	1	0x005867EE	0x0058686F	0x005867EE-0x0058686F	129	43	56233cb269a4530f1d134d98ff646a692b91d76b5d43c54b03d59b57ef1b00a0	4f680b8a5051974d69bd3586828ff8b22118033607350b0f5078f0ef22f19c39	ret		0x00586EEB	1	UNIQUE_FULL_MASKED_BODY	true	true	false
P1	0x0058862E	D3DX_SHARED_YUV_CODEC_DTOR_LINEAGE	D3DX_COMPAT__CCodecYUVFamily__SharedScalarDeletingDtor	VTABLE_CALLBACK	.rdata vtable/descriptor slot		true	5	0x005885D6	0x0058864A	0x0058862E-0x0058864A	28	11	12c8177eed60c0158c07d0b23476c1fd00774eb266791e0c46b790f2c6ee5ea1	aef71df795d5f8b51b81931f453d8c5d6348028fd03885f9998845cb4ab79689	ret		0x00588D2B	17	EQUAL_DELTA_BRACKET_FULL_NORMALIZED_BODY	true	false	false
P0	0x00588D63	D3DX_PDB_ADJACENCY_AND_INSTRUCTION_LINEAGE	D3DX_COMPAT__c_D3DXPSGPTessellateNPatch	D3DX_DISPATCH	0x00656F30..0x0065716C dispatch tables	D3DX9_24_COMPAT__c_D3DXPSGPTessellateNPatch	true	1	0x00588D63	0x00589094	0x00588D63-0x00589094	817	315	1a038d995cacdc6b4ec2dc8c07be620dc3091f6146871ac01c6cb1f34ae8316a	4c0fa091744af0bb9c810878e1e54d47bd0ce9cea875385377e75fa79898ac25	ret		0x00589460	1	UNIQUE_FULL_MASKED_BODY	true	false	false
P1	0x00590C5A	D3DX_VTABLE_AND_NAMED_PUBLIC_LINEAGE	D3DX_COMPAT__CBuffer__Init	VTABLE_CALLBACK	.rdata vtable/descriptor slot		true	1	0x00590C5A	0x00590CC2	0x00590C5A-0x00590C81	39	17	e80ae4f3021f963581213990005dd85cc0d80e341cb4177539e97142609a25a5	593634cfa5cf613e0525166c0c9fc4d16864e111a17462a314d41b18d1a47e79	ret		0x005912FA	1	UNIQUE_FULL_MASKED_BODY	true	false	false
P1	0x00590C81	D3DX_VTABLE_AND_NAMED_PUBLIC_LINEAGE	D3DX_COMPAT__CBuffer__AddRef	VTABLE_CALLBACK	.rdata vtable/descriptor slot		true	1	0x00590C5A	0x00590CC2	0x00590C81-0x00590C8E	13	4	18d4f9d178484a2e144b9aa457ea743833c330fc460f529003dc8a8e6b93e6f9	e3e56b2ca224c67e02a24d848a00114267a90b809a0d32a3ef19d09baa425e7a	ret		0x00591321	1	UNIQUE_FULL_MASKED_BODY	true	true	false
P1	0x00590C8E	D3DX_VTABLE_AND_NAMED_PUBLIC_LINEAGE	D3DX_COMPAT__CBuffer__Release	VTABLE_CALLBACK	.rdata vtable/descriptor slot		true	1	0x00590C5A	0x00590CC2	0x00590C8E-0x00590CAE	32	13	fd98f108ad90bcad8a27946d8c2351d4a20156210d5a4d1aa198f93fc9675293	e85f6beea83b485a6c44caddadc67bfb4e8aff5b5a04230d5389d6b22a3286cb	ret		0x0059132E	1	UNIQUE_FULL_MASKED_BODY	true	true	false
P1	0x00590CAE	D3DX_VTABLE_AND_NAMED_PUBLIC_LINEAGE	D3DX_COMPAT__CBuffer__GetBufferPointer	VTABLE_CALLBACK	.rdata vtable/descriptor slot		true	1	0x00590C5A	0x00590CC2	0x00590CAE-0x00590CB8	10	3	688381b35e2008a7fd7b33f9da2c5ccb883831e156d091e6e795e95df034eca5	f2267bb74dae9d9e9fd27a1ded53e91fbb8ed38498f77a4cd54379f2c990629b	ret		0x0059134E	2	EQUAL_DELTA_BRACKET_FULL_NORMALIZED_BODY	true	true	false
P1	0x00590CB8	D3DX_VTABLE_AND_NAMED_PUBLIC_LINEAGE	D3DX_COMPAT__CBuffer__GetBufferSize	VTABLE_CALLBACK	.rdata vtable/descriptor slot		true	1	0x00590C5A	0x00590CC2	0x00590CB8-0x00590CC2	10	3	bed1917a7a9d46812e1463da79ce3b76126e3c2f2be1e20c65b7524ba836e54d	f2267bb74dae9d9e9fd27a1ded53e91fbb8ed38498f77a4cd54379f2c990629b	ret		0x00591358	2	EQUAL_DELTA_BRACKET_FULL_NORMALIZED_BODY	true	true	false
P1	0x0059875F	D3DX_VTABLE_AND_NAMED_PUBLIC_LINEAGE	D3DX_COMPAT__CNode__Copy	VTABLE_CALLBACK	.rdata vtable/descriptor slot		true	1	0x0059875F	0x0059877E	0x0059875F-0x0059877E	31	15	b793b9afe30db2a68bebf3772e58694f2903707ab3f9d3b763e4ff31aca970c0	bf556f7ee3b8ee4fc43a87944d5e8922b9f66d3fb73eee0bca0adca5b5b78bbd	ret		0x00598DFF	1	UNIQUE_FULL_MASKED_BODY	true	false	false
P1	0x00598A05	D3DX_VTABLE_AND_NAMED_PUBLIC_LINEAGE	D3DX_COMPAT__CNodeToken__IsEqual	VTABLE_CALLBACK	.rdata vtable/descriptor slot		true	1	0x00598A05	0x00598A56	0x00598A05-0x00598A27	34	12	f16dee09b7adf0cf6f320d3fc588a397c7e7d3a56b1535510bc22a5853e4d7c8	0c7d38919e5893eb8a71212c6084d6be29de363980f19bb22480deeaa63bebbc	ret		0x005990A4	1	UNIQUE_FULL_MASKED_BODY	true	false	false
P1	0x00598A27	D3DX_VTABLE_AND_NAMED_PUBLIC_LINEAGE	D3DX_COMPAT__CNodeToken__Copy	VTABLE_CALLBACK	.rdata vtable/descriptor slot		true	1	0x00598A05	0x00598A56	0x00598A27-0x00598A56	47	24	131991e9af79b46fdf0d82c5e75b247274cee6ad6748f8c6ec5aac48b32b5650	ed6e6b2e046523a0f0cc09fe0bb7ef5499bacae8d424e1b49eecbc3c5600591a	ret		0x005990C6	1	UNIQUE_FULL_MASKED_BODY	true	false	false
P1	0x00598AC8	D3DX_VTABLE_AND_NAMED_PUBLIC_LINEAGE	D3DX_COMPAT__CNodeType__IsEqual	VTABLE_CALLBACK	.rdata vtable/descriptor slot		true	1	0x00598AC8	0x00598B48	0x00598AC8-0x00598B08	64	25	e18604e9596793b44b309444c7e4d60794afab6dd94b1315cf4b3ba176bec71b	313325310c00b8b73382da0b0a780bd92dcae3c18e0380e7b0fb862ee8a43848	ret		0x00599168	1	UNIQUE_FULL_MASKED_BODY	true	true	false
P1	0x00598B08	D3DX_VTABLE_AND_NAMED_PUBLIC_LINEAGE	D3DX_COMPAT__CNodeType__Copy	VTABLE_CALLBACK	.rdata vtable/descriptor slot		true	1	0x00598AC8	0x00598B48	0x00598B08-0x00598B48	64	27	16594204abd1995936981f3864051213585a6c949c7c071b17c928dd6d5fa018	93d1bf342a93bdd3133b24403986f02bf234ce7009a7fb89f23063eb8d03d21e	ret		0x005991A8	1	UNIQUE_FULL_MASKED_BODY	true	false	false
P1	0x00598BDC	D3DX_VTABLE_AND_NAMED_PUBLIC_LINEAGE	D3DX_COMPAT__CNodeVariable__IsEqual	VTABLE_CALLBACK	.rdata vtable/descriptor slot		true	1	0x00598BDC	0x00598D6B	0x00598BDC-0x00598C85	169	60	7b8b832d39f287ac8e9d59c9e45466ecb029fd46aaf6af1bc16df9f61a439c93	8919b6db391cf978a313655a1e9c0051504792e78525f08c201717f989ca43de	ret		0x0059927C	1	UNIQUE_FULL_MASKED_BODY	true	false	false
P1	0x00598C85	D3DX_VTABLE_AND_NAMED_PUBLIC_LINEAGE	D3DX_COMPAT__CNodeVariable__Copy	VTABLE_CALLBACK	.rdata vtable/descriptor slot		true	1	0x00598BDC	0x00598D6B	0x00598C85-0x00598D6B	230	97	74c2de625ba07dd6df91041e2c6bcbe238c7413f7d0c3371b1f0b501e73ed823	ca1c913aba7902b63d8450cba2533f072cf4401a86f7c079b02c51df4141612e	ret		0x00599325	1	UNIQUE_FULL_MASKED_BODY	true	false	false
P1	0x00598EA8	D3DX_VTABLE_AND_NAMED_PUBLIC_LINEAGE	D3DX_COMPAT__CNodeValue__Copy	VTABLE_CALLBACK	.rdata vtable/descriptor slot		true	1	0x00598EA8	0x00598F22	0x00598EA8-0x00598F22	122	59	585cc01542be49ffa416dfa3f88fb21748eb8a240bad83b299ab9d687f8100e6	27d79f6196efe895a63759205eb46f7a4a5008e632de84a5e6a1034a5f9508e1	ret		0x00599548	1	UNIQUE_FULL_MASKED_BODY	true	false	false
P1	0x005999D3	D3DX_VTABLE_AND_NAMED_PUBLIC_LINEAGE	D3DX_COMPAT__CNodeAsmRegister__Copy	VTABLE_CALLBACK	.rdata vtable/descriptor slot		true	1	0x005999D3	0x00599A3C	0x005999D3-0x00599A3C	105	45	1b62bfa6239fcfa4b6118fd011f10549be1c25946ffef1eb115e35e005833926	88d7f9c73051c636330cd9913869fc838214724770e896923d795908aaf98c57	ret		0x0059A073	1	UNIQUE_FULL_MASKED_BODY	true	false	false
P0	0x0059F170	IJG_V6B_PRIVATE_SOURCE_CONTRACT	LIBJPEG6B__write_tables_only	IJG_CALLBACK	InitJpegWriterStageCallbacks +0x10	LIBJPEG6B__write_tables_only	false	1	0x0059F170	0x0059F25C	0x0059F170-0x0059F25C	236	105	e6dbe6ac97d03729e450735e55630efb75d9f51e566e691f7b5d073dd2e79de6	917156de9eff055e330c22a40bd69fc3c58807719c18be559b65fa7dc4bf8aab	ret		0x0059F810	1	UNIQUE_FULL_MASKED_BODY	true	true	false
